speed,ray_front,ray_right,ray_left,ray_rightfront,ray_leftfront,throttle,brakes,steering,Q
70,800,80.48028856,800,800,800,10,10,9,26.22953221
71,800,86.85249821,800,800,800,6,4,4,26.50649712
71,800,94.22315272,800,800,800,5,3,0,27.04066513
71,800,102.5386043,800,800,800,7,3,5,27.3348552
73,800,108.2620273,800,800,800,6,0,6,27.87936214
77,800,117.2109324,800,800,800,4,9,2,28.16417627
72,800,123.6465776,800,800,800,8,5,3,28.33969895
73,800,130.869849,800,800,800,4,8,-1,28.42647806
70,800,139.7377584,800,800,800,0,1,0,28.45705197
67,800,148.5304962,800,800,800,4,7,8,28.56217727
63,800,159.2283627,800,800,800,10,5,9,28.4147266
62,800,166.6004981,800,800,800,7,8,-2,28.22301035
60,800,171.8724761,800,800,800,0,2,-8,27.99399986
58,800,180.5006719,800,800,800,0,5,-5,27.72138879
55,800,191.0880764,800,800,800,5,0,-4,27.40223923
55,800,203.1208574,800,800,800,10,4,9,27.04715571
55,800,220.5672047,800,800,800,6,3,9,26.77990989
54,800,230.0665372,800,800,800,2,9,-3,26.39911093
50,800,237.1025098,800,800,800,10,10,10,25.99861372
8,800,264.2647114,800,800,800,6,6,-4,25.26818735
7,800,316.6134853,800,800,800,2,9,1,24.52504007
6,800,800,800,800,800,4,10,2,23.79212799
3,800,800,800,800,800,8,10,-4,23.06358238
2,800,800,800,800,800,5,8,3,22.33886625
0,800,800,800,800,800,2,0,-5,22.18772292
323,1147.805928,34.81373764,15.94482032,43.62202953,20.23410932,3,10,4,18.99098811
323,1268.305205,32.51529808,18.2068325,41.26778046,22.95162611,8,5,3,26.8534083
323,1246.547864,33.50045863,18.19305055,41.82702801,22.45666869,4,3,-8,30.29237556
323,1210.254147,33.8508009,17.51322952,42.55548079,22.31146351,7,9,-6,30.87537895
323,1186.329395,34.78129868,17.22935153,43.9776322,21.73516898,1,0,-6,30.93354706
321,1036.172191,35.29835458,16.33387744,44.82894214,21.42274873,4,5,1,30.87617614
314,792.1232923,35.98855422,16.02108169,45.40710434,19.31433635,4,8,-9,30.76481669
303,656.0329197,36.42264634,14.71282016,46.58892431,19.41160948,6,8,-4,30.51742792
291,367.4174607,37.63380859,14.32442135,48.59920171,17.61223313,3,9,-4,31.4145012
278,213.1523365,38.92960309,12.75460987,50.65612789,15.34648516,3,1,0,30.01833868
274,136.3509244,40.65676657,10.51223534,53.87588037,11.9134969,3,8,0,29.57271624
265,800,43.34023997,7.796080215,56.69546965,8.508587087,10,5,-2,29.38363391
259,800,46.30181289,4.72290309,60.45650688,5.884521301,0,2,-4,30.24392898
253,15.67961836,49.42080208,800,66.0982912,2.381306863,1,4,-4,29.17893777
246,800,52.19664043,800,69.54172991,800,8,10,10,28.89115976
237,800,4.478285453,800,7.33354421,800,0,2,2,28.65494385
231,800,7.302694016,800,10.22350301,800,10,2,-8,29.3377972
227,800,10.98725539,800,16.18821995,800,4,0,-8,28.36169949
224,800,13.72407395,800,18.40640879,800,3,0,-1,28.14380929
222,800,16.58723901,800,22.76756381,800,0,9,4,28.0592998
206,800,18.40361121,800,24.31442865,800,5,4,5,20.70222249
323,1185.39983,34.21276745,16.27932389,42.76186022,20.28184056,9,6,2,26.75574498
323,1140.383836,34.86603692,16.2241408,44.63137281,22.61722454,9,4,-4,30.27461055
323,1106.291761,35.91554004,16.09436789,45.59440116,21.11829136,8,5,-5,30.86844403
323,1072.211927,36.3787366,15.14949715,46.9532303,19.78420572,0,4,-10,30.94963176
318,971.4942334,37.02742398,15.14077333,46.33344299,18.9047804,2,3,3,30.84877814
312,795.2977556,37.64667563,13.97302807,48.21316466,17.86070009,6,7,3,30.67892747
303,1276.615529,38.28340912,13.7271616,47.80697443,16.90356284,4,10,-8,30.46274471
290,1398.83361,38.46798434,13.53481942,46.43011596,18.614284,5,9,-9,31.37326178
276,1281.488506,38.17209235,12.95862008,47.47063936,16.14904387,0,4,5,29.96581081
267,538.6289385,38.62170718,12.27759313,48.58691834,16.3377543,10,1,9,29.48679844
268,550.2088098,39.25171019,11.39816601,49.61777709,14.58917303,5,7,5,29.31787106
261,1236.341788,39.86744732,11.62045081,50.20060492,14.65835378,3,4,8,30.34454927
254,1332.605803,39.81914241,11.20517124,48.25233335,14.48568598,8,1,5,29.24670309
254,535.8262025,37.8966909,13.42683767,45.69814678,18.22070977,7,4,-1,29.01042677
250,369.8168379,35.71365196,15.29622365,41.67513485,21.60660051,3,1,2,28.89078329
248,308.7700894,32.47534126,18.61338969,38.37209676,24.46059739,2,5,0,28.74623462
240,261.2104286,28.55315044,22.8129078,33.59939709,31.05873975,1,2,-10,29.59996178
236,238.0080983,25.89579041,26.57023978,29.71764166,36.11926409,4,0,-1,28.58157912
236,215.5545692,22.41360321,29.29093656,27.55218069,40.10980996,4,7,6,28.42605517
228,184.1700339,19.06285716,32.56232296,21.9040141,44.13059143,9,0,6,28.38384936
230,128.3295645,15.19739575,36.83574062,17.636648,50.43258086,8,9,-8,29.24950702
222,1092.413985,11.43559737,40.0524124,14.15290598,56.50357503,4,10,1,28.32356694
210,58.26082926,7.828741416,43.65682819,10.36626351,59.45888458,2,1,10,27.96728676
207,30.2612434,4.197951423,47.28028885,4.800168684,66.1524317,2,9,-3,27.73427126
199,1015.705391,1184.536553,51.29160493,1201.026697,70.39096751,9,7,4,28.39677077
195,976.6703066,1177.899074,55.28784381,1186.355632,7.400062973,5,3,2,27.54099529
191,945.0115439,1171.140508,7.767339757,1172.958059,10.95436867,9,2,-8,27.2391792
188,918.8222579,1164.2718,10.51678531,1159.866051,14.87597004,9,8,-8,27.08018863
181,877.4576606,1155.197781,13.96633609,1133.964491,20.61916374,10,3,4,27.76387203
179,842.6108863,1145.580706,16.27671576,1113.49149,24.12141137,9,8,9,27.02365469
173,816.9110916,1138.597058,19.18499003,1092.343882,24.76200189,0,10,7,26.81933663
163,794.3864704,1131.932744,21.21169493,1073.499264,30.24318191,8,3,6,19.25044296
323,1062.386106,36.41364555,14.13121125,46.50167515,18.30540187,0,6,-2,24.89233851
323,1017.341052,37.08734875,14.00673846,46.77074867,18.4749752,1,8,5,29.96288265
323,1003.185396,37.95935738,14.0407808,47.49972022,18.4511776,5,7,-6,30.80605167
323,967.0069584,38.34927851,13.16058186,49.29557421,16.37285066,7,2,2,32.37584362
321,971.9157183,39.15491892,13.00014121,49.86032747,16.14471631,8,5,-3,31.15693612
315,899.6347269,39.65781863,12.01790405,49.69633521,14.7801483,8,1,-4,30.84347358
313,496.3243943,40.24024587,11.78595501,50.80955625,14.48495381,10,7,-8,30.66012175
306,239.9593969,41.03331251,11.07036801,52.44263755,14.47070328,9,5,-1,30.45561206
301,121.3414643,42.71791403,8.411464498,55.62685753,11.03475956,0,4,-8,31.53801986
292,65.12257049,45.45529862,800,60.32501565,7.308874504,9,6,-2,30.27238828
285,30.75584845,48.57644233,2.326414482,64.2368652,3.591826556,5,1,-7,29.89032648
282,800,51.9114018,800,69.76299685,800,3,9,-7,29.65953162
271,800,4.490990959,800,6.268278412,800,10,2,-4,29.53895208
266,800,8.520682833,800,11.79165281,800,5,9,8,30.54752634
257,800,12.78212932,800,17.78463124,800,0,8,5,29.34815447
245,800,16.32951368,800,23.75044592,800,4,1,1,28.85172401
233,800,18.64437664,800,24.82033561,800,4,3,-5,20.38015125
322,1410.442564,31.36714162,19.49533862,39.961181,25.62871525,4,8,1,24.26573797
322,1375.417232,31.98941297,19.62259971,40.23334687,23.70137463,0,10,-5,29.84738812
323,1340.273402,32.76108696,18.86272917,41.04955368,23.72416359,4,2,-4,30.76591434
323,1347.226045,33.30346008,18.7389217,42.84411577,22.28192866,0,3,1,30.95585913
321,1324.780133,33.96074078,17.69191138,44.04108944,22.70509831,9,5,-6,32.27181192
313,1021.141764,34.64051544,16.67865673,43.69179837,20.25953979,8,2,8,30.99439178
311,797.0796099,35.23388452,16.135339,45.01485263,20.76275862,0,9,7,30.64410383
298,1330.515201,35.6600501,15.70938777,45.1288528,19.55329103,0,8,9,30.32640166
285,1442.894212,35.49420794,15.66357708,44.44528562,21.21018336,7,2,4,29.96703434
281,647.663522,34.25075395,16.55685371,41.58270198,22.6329597,9,4,2,30.93577603
277,446.9409034,32.45407501,18.2215409,39.21673012,25.62904679,7,9,1,29.82375785
268,372.5199029,30.1696956,20.82068534,36.37822014,27.28875426,4,1,-4,29.46890506
265,337.3160501,27.44851141,23.68894552,32.20609865,32.05499124,9,10,-3,29.21559436
255,349.7475261,24.04047697,27.00252857,28.61294312,34.40349248,4,6,5,30.22821728
247,350.1285326,22.03641001,29.00369613,26.98452377,38.3697435,10,2,-3,29.10990274
246,313.4725078,19.77398555,31.25178325,24.68405349,39.94248039,1,4,-9,28.74910755
240,315.3326705,18.38534608,33.11982497,21.87899971,43.12598168,9,1,5,28.59433576
240,372.0139685,16.55399117,35.17923838,19.69811729,45.59065975,10,8,-2,29.46826897
234,367.0175206,14.98061791,36.28322197,17.93085078,46.84227925,2,9,6,28.57158678
224,340.0077167,14.09876707,37.61168705,16.47015348,48.68330613,2,2,9,28.21097791
219,235.6643087,12.53945578,39.51355335,15.58913774,50.44472907,8,7,-3,28.96393195
213,162.6835931,11.23088876,40.74979466,13.56071285,53.39787274,9,8,-6,28.08104595
207,150.0634345,9.50003666,42.32096323,10.72113964,54.16866011,4,4,-1,27.75272144
203,152.4032193,7.636351866,43.74887864,9.98600841,56.11816933,9,2,1,28.39038861
203,123.7032942,6.64921298,45.33633799,7.241053683,58.61096411,0,0,10,27.59198971
202,94.53022413,1181.564895,46.58568483,7.701973218,60.77071592,0,10,6,27.4141904
191,839.4074136,2.766201062,48.3495454,4.267550579,64.04826119,8,0,3,28.08678549
192,835.6306465,1.455074258,50.02673106,1163.286922,65.25507525,6,4,9,27.28632172
189,830.0444522,1165.101993,51.91658302,1142.960351,68.87473007,7,7,-6,27.12592794
185,819.5037955,1158.810153,54.31422143,1118.944175,5.276016118,4,9,-7,27.81606836
177,789.6526028,1150.824531,56.57865085,1097.541844,7.680299032,10,10,-2,27.04227316
173,751.6655004,1143.121949,7.029253985,1076.124388,11.16326204,5,4,8,26.76552551
168,710.2624357,1134.022135,10.07481183,1049.614243,13.87801742,9,9,8,27.34259189
164,690.5285103,1127.018053,11.02605115,1029.450419,14.74636269,9,3,-6,26.6568683
161,681.5073405,1122.133266,13.07489855,1011.099129,17.47985289,0,10,5,26.45934448
155,662.8854791,1115.28375,14.77199146,992.4241046,20.63797534,3,0,10,26.99530129
153,646.4923072,1108.786821,17.06242541,970.8882592,23.17946144,1,9,-10,26.34013113
147,635.8932483,1103.077604,18.89931835,953.7231374,27.81940804,1,7,-7,26.16225524
137,570.2902568,1086.178055,20.4982287,920.0603982,26.76603682,9,3,2,17.85601742
323,1462.506177,31.03824629,19.69462118,38.69733288,25.62475092,3,2,0,26.74969258
323,1438.903084,32.03660777,19.74865097,40.24562114,25.31747514,9,0,-6,30.25803579
323,1415.722332,32.29365169,19.00597557,41.01186063,23.90654734,3,6,7,30.85659365
323,1400.718143,33.18692789,18.83844998,42.36142162,22.54682877,0,8,-1,30.95133527
313,1377.799369,33.74525526,17.89338145,41.97914701,22.616351,1,9,-5,30.78502954
299,1101.230483,34.42277438,17.54173744,42.02890071,21.53673797,1,1,7,30.49951543
293,771.7937971,34.95970933,17.05144666,44.97633454,21.39081765,2,9,5,30.19767986
280,1180.19905,35.10416319,16.08709368,44.06267346,20.19536002,9,9,9,31.10616118
270,1428.197622,35.31860317,15.84073087,43.77019952,19.7315274,3,10,5,29.74973943
258,783.9870385,34.3223638,16.0506096,41.76349717,21.4621703,8,8,-9,29.26974391
249,460.0833125,32.93939285,18.17933498,38.80058678,24.06919423,8,3,-7,28.96971663
245,401.4351497,30.44757166,20.68801467,35.88197893,28.23648358,3,3,2,29.83701321
241,398.2628399,28.54417347,22.57087098,34.53791565,29.43003493,1,4,0,28.81092553
235,369.5432314,26.02408705,24.9941972,31.7646709,33.92105712,3,0,-2,28.52342005
234,344.235906,23.63008066,27.38964072,28.29736849,37.15957098,4,10,6,28.42331061
222,317.77712,21.39421813,29.64518647,25.87246498,40.1788032,10,5,4,29.22615505
220,251.4415477,19.45454599,31.75715792,24.58739573,41.05808652,10,1,4,28.20205975
221,184.317368,17.01941377,34.13358474,21.74306858,45.94173339,10,5,1,27.97584102
219,135.2875959,14.20268939,37.04563298,16.79215099,51.17163959,5,2,-5,28.85320614
217,100.9393864,11.10056814,41.0091954,13.32015279,55.00471798,2,7,5,28.0121516
209,74.90541038,8.300104329,43.853587,9.338608192,59.52754773,5,10,-7,27.75782488
198,47.82505823,6.124460942,46.4323526,6.384862419,63.08551026,5,10,7,27.5627694
189,1064.541494,2.557567293,48.80110078,1242.872295,65.82806437,1,1,-9,28.13439538
184,1021.952406,1187.855012,51.66608975,1230.84273,68.52336626,10,4,-1,27.24830217
182,989.5804522,1183.847343,53.71444437,1221.529844,70.62245454,4,2,-3,26.97829895
178,959.1186508,1179.692015,55.47502071,1210.339086,5.07227001,10,0,2,27.59184697
179,920.9824416,1173.646702,6.503590081,1197.34842,8.33592604,1,4,7,26.92571114
173,895.7886623,1168.633283,8.571649726,1185.506984,10.77401695,4,10,-8,26.74258771
166,879.7835709,1163.018618,10.04551755,1170.844076,13.34498982,9,1,5,27.27969856
165,865.0044928,1157.19542,12.1351821,1154.601269,16.63599218,3,6,-3,26.59824864
159,846.1219067,1152.361882,13.58465795,1136.441135,18.84520651,4,0,2,26.40865597
158,822.9524795,1145.499236,14.59720689,1118.487305,21.16613061,3,4,7,26.98448395
153,799.4055016,1139.975766,17.18467672,1097.41093,22.73024159,8,2,-8,26.37248501
151,787.3876204,1134.257807,18.18993321,1080.776761,25.54764813,5,10,9,26.20004311
146,767.7430695,1129.557031,19.99741409,1063.122772,28.71186585,0,2,-3,26.07789438
135,686.7926713,1117.041921,21.46063983,1034.592719,28.44615432,10,10,-10,18.39805038
323,1310.837721,32.20156415,18.28606204,40.9953484,23.78826197,10,1,7,26.36145814
323,1256.962544,33.21710622,18.06110737,42.09176331,23.98275999,7,3,-6,30.19653198
323,1232.88871,33.93022997,18.081761,43.97352089,22.65966047,0,8,7,30.8282966
323,1231.909272,34.41478424,17.12859384,42.89011904,21.29811147,2,3,-10,30.94754086
319,1048.820172,35.06730563,17.10281998,44.18612264,20.37809076,3,5,-6,30.84561231
311,603.0920927,35.85511658,15.80587977,46.63399534,19.19696823,3,3,4,30.69968339
305,329.4363258,37.10966964,14.91004579,47.15374691,19.60966179,8,7,-1,30.49556041
296,253.3004978,38.50706297,12.97753192,51.00803281,16.20268282,7,0,-10,31.50329071
296,204.0007376,40.27593697,11.29067247,52.35935845,14.80602443,2,7,-2,30.27686396
286,147.3259036,41.97662214,9.200126973,54.30092557,12.29975605,9,3,3,29.93547374
283,97.41727989,44.32398537,6.954679813,57.38582589,9.425130579,9,0,0,29.75274827
283,68.50861374,47.25517426,800,61.08512151,3.772504724,10,0,-7,30.86144352
283,32.8514656,49.58074758,800,64.36533732,800,2,10,-1,29.89387784
272,800,51.8948825,800,68.18574715,800,6,4,1,29.64438606
265,800,54.02078491,800,4.513525386,800,10,8,10,29.32289571
257,800,5.267762365,800,7.160337876,800,1,7,3,30.19441997
246,800,6.53810833,800,9.482343027,800,3,6,1,29.02200665
237,800,7.472601493,800,10.30551326,800,0,6,8,28.63076179
229,800,8.384291506,800,12.32340417,800,7,5,5,29.35891061
220,800,9.336338843,800,12.10323882,800,6,7,2,28.36689756
213,800,9.719767488,800,12.43072614,800,7,6,0,28.04591997
206,800,9.977809667,800,12.71468171,800,6,8,-8,27.80102309
199,800,10.27317855,800,13.2102025,800,8,0,10,27.52588917
196,800,9.965022468,800,13.56071688,800,9,2,9,28.20332564
194,800,10.12009377,800,12.83595563,800,3,0,9,27.46706298
192,413.302314,9.355940705,800,12.32146905,800,0,3,5,27.29909202
187,191.2537124,9.060505145,800,12.12294268,800,1,8,-4,27.98977031
179,106.1077073,7.735608098,800,10.7466597,800,2,0,-8,27.13183415
176,74.83806453,6.013803679,800,7.701774078,800,0,1,7,26.84226378
173,72.06166489,5.063874364,800,6.28846572,800,7,2,10,27.48294365
172,792.7022955,3.19592225,800,3.738596344,800,6,4,2,26.80930661
170,782.9508128,52.32231352,800,61.75601213,800,3,6,2,26.61487026
164,767.4103192,50.20678503,800,57.95501395,800,3,8,10,27.16842052
159,451.5186681,48.34372702,800,56.57062247,4.940648702,7,8,9,26.47269175
155,379.2637052,45.7431433,5.910240898,52.63062632,8.029044426,1,10,-8,26.24399938
146,296.9716356,42.74385441,8.849327007,47.8112194,13.70590782,9,0,-10,26.69374607
149,272.7930158,39.63914115,11.57041165,45.12947925,16.48971994,3,4,8,26.05897821
146,267.6056365,36.8864369,13.98445701,41.97336466,21.6087403,7,7,-3,25.96289381
142,240.1428662,33.61765103,17.51547797,38.456753,25.77460569,5,9,4,26.44455964
136,227.2612149,31.27973923,20.10316481,36.07383402,27.72119677,5,4,0,25.83365428
133,201.3969873,28.14683905,23.11857846,32.34203714,33.49596477,10,6,8,26.16371507
130,180.632751,26.10883619,25.38929086,29.7645331,36.18957621,6,6,3,25.60468834
127,156.9552281,23.58596508,28.32292802,27.60490723,41.44611901,5,2,7,25.45931799
127,120.322674,20.3058609,31.54059587,23.80194225,46.82690093,1,10,-6,25.91817223
120,95.24533943,17.81757055,34.79493848,19.58461927,50.98578341,7,6,-2,25.43384575
117,490.7530339,15.38678671,37.57061752,17.78212445,55.82639078,5,2,-4,25.70925047
117,66.48673024,12.34170802,41.36866892,14.12419869,60.46043584,0,10,-9,25.27510276
111,55.42506729,9.236567696,43.76759661,11.75391747,62.24080609,5,3,0,25.12537837
109,50.03425907,7.404025753,46.07800928,9.405034192,64.00104488,10,1,2,25.47740925
112,373.6980685,1066.649612,48.34884455,5.672982424,67.13900632,8,3,7,25.09855781
111,363.7413774,2.425684038,50.81722615,741.7132407,71.13321815,1,0,2,25.02301647
110,358.4775292,1056.650692,52.85634844,729.8023111,75.28066254,6,1,8,25.4536099
