speed,ray_front,ray_right,ray_left,ray_rightfront,ray_leftfront,throttle,brakes,steering,Q
127,800,3.460324529,800,4.164022121,800,3,2,6,25.54450066
126,800,3.31976204,800,5.082865065,800,2,8,9,26.02532373
121,800,3.847949644,800,6.446393103,800,3,0,-8,25.50166547
120,800,55.47670315,800,6.469394784,800,6,2,-10,25.30843505
120,800,4.959409446,800,5.81400475,800,8,6,2,25.80763436
120,800,5.267235276,800,6.100986719,800,4,8,-5,25.40809746
117,800,56.16540185,800,6.843357353,800,6,9,-4,25.2993583
113,800,56.4879189,800,6.588284253,800,8,2,-3,25.67855626
111,800,57.40600371,800,8.570158347,800,7,7,10,25.19372887
108,800,6.425514182,800,9.118164905,800,2,9,3,25.04465854
104,800,58.62677335,800,9.738226242,800,4,4,10,24.95938205
101,800,7.27166729,800,10.98620614,800,5,3,4,25.26670491
99,800,7.404584503,800,9.62612821,800,7,8,1,24.85483746
99,800,7.974400103,800,10.0758957,800,3,2,8,24.74177796
94,800,7.474918426,800,10.55018542,800,0,3,5,25.04263552
90,800,7.110059255,800,10.9579285,800,1,7,10,24.62637561
87,211.6966921,6.689402887,800,9.105297149,800,4,6,-5,24.47807236
82,120.4535994,6.455349137,800,8.240963284,800,8,1,-9,24.68403537
81,87.47364942,6.254563688,800,8.17603781,800,5,1,-2,24.35732361
81,85.74215496,5.60492059,800,7.279496037,800,8,7,-10,24.31739681
79,85.04013113,4.965179099,800,5.824871375,800,10,3,-6,24.30981072
78,95.51081591,4.697298399,800,5.149205694,800,5,1,-8,24.6291262
78,800,4.064614001,800,7.129365307,800,4,6,-7,24.33383911
76,800,4.313236734,800,5.088271823,800,4,4,-9,24.24688495
74,800,4.944887084,800,8.969019027,800,0,10,-7,24.17341054
71,800,5.970222764,800,8.495852492,800,1,0,-3,24.11673556
68,800,7.271580132,800,11.43784254,800,3,4,8,24.29937063
66,800,8.721201902,800,12.63660367,800,4,9,-7,23.95240626
62,800,10.24221577,800,15.51197498,800,6,7,-2,23.8192467
60,800,11.86349558,800,16.68617696,800,1,9,0,23.98181259
57,800,13.60085738,800,19.75889019,800,3,2,-1,23.71013663
56,800,14.22589613,800,22.69831811,800,10,1,0,23.60670668
54,800,15.59219759,800,22.86053215,800,9,9,2,23.7950921
52,800,16.60043285,800,22.01415767,800,1,4,-3,23.56075349
51,800,16.69355702,800,22.30714423,800,3,1,-2,23.48458853
48,800,17.2268982,800,21.82259556,800,4,2,-4,23.62832031
47,800,17.63838024,800,21.41067259,800,5,5,-4,23.41357857
45,800,17.07380588,800,21.80462628,800,0,0,8,23.27825127
44,800,17.24587225,800,22.53037917,800,7,0,-6,23.40718264
44,800,17.32434302,800,21.65102525,800,2,10,10,23.23590323
42,800,17.02440849,800,22.67408331,800,1,10,-10,23.36354081
37,800,17.25436815,800,21.51716163,800,5,3,-9,23.12398824
35,800,17.02019656,800,21.65045086,800,4,5,9,23.015192
35,800,17.05506753,800,22.24492374,800,0,7,7,23.12108321
30,800,16.68359879,800,21.15814391,800,0,8,9,22.96045548
24,800,16.77616655,800,19.97633044,800,1,5,2,22.93428679
21,800,16.2615282,800,20.4140531,800,4,2,-5,22.73116533
18,800,16.34953201,800,19.54802891,800,1,9,9,22.70483299
14,800,16.42376336,800,20.53225212,800,7,1,9,22.56931227
12,800,16.03533224,800,20.44890904,800,0,2,0,22.51825083
12,800,15.82112235,800,20.14667414,800,9,8,4,22.46187924
9,800,15.83845273,800,19.29183937,800,1,4,8,22.44919109
4,800,15.91398674,800,20.88036089,800,7,6,-1,22.33010554
3,800,15.9589314,800,20.56176959,800,7,2,9,22.26357792
4,800,15.94275273,800,20.13135823,800,8,3,10,22.24658709
5,800,15.79023802,800,19.66306335,800,7,5,-3,22.28567816
5,800,15.60545976,800,19.46857076,800,6,1,1,22.28163574
6,800,15.48992277,800,19.84408126,800,6,6,1,22.31290381
7,800,15.42112815,800,19.03721202,800,4,4,-10,22.31686721
7,800,15.58812043,800,20.69683564,800,6,4,6,22.35282045
6,800,15.39389961,800,19.93932083,800,8,8,3,22.32484688
6,800,15.27069904,800,19.93383002,800,2,1,-2,22.30212956
5,800,15.20368743,800,21.2901092,800,6,9,-10,22.30335037
4,800,15.19565923,800,20.92816467,800,3,7,9,22.28262042
0,800,15.2122458,800,21.67211457,800,10,7,-5,22.22726571
323,982.0047112,38.04431996,13.00940937,49.09688018,16.91978774,2,6,5,26.25844265
323,946.9634384,38.49438501,13.16929797,49.31392882,17.1110138,0,0,7,30.22995709
323,911.5408913,39.1042585,12.27076289,49.4143481,14.90169498,7,6,10,30.88527237
323,885.0514662,39.7151177,12.37754659,49.60692277,16.14388195,3,7,-9,31.02955766
316,794.0872557,40.58867288,11.44348309,50.67905218,13.66712407,3,5,8,30.91221601
307,560.6823295,40.91808046,10.24007187,50.73706914,14.05093499,8,7,5,30.67595137
299,652.2273743,41.59690897,9.899900824,52.89857865,12.39480065,1,5,-5,30.43528472
288,1416.615835,41.56634641,9.605654579,50.93574979,13.54520954,8,2,9,31.35934321
285,1400.101764,41.51451159,9.852845976,51.8863665,12.84536409,0,9,6,30.09249734
275,1395.099926,40.80957542,10.01893035,51.54268616,13.57344247,4,5,7,29.72998021
266,1071.473426,40.07873235,10.60321072,48.28611147,14.81503724,2,7,-10,29.43922208
257,531.9461048,38.63885396,12.88546678,45.83794192,16.46570626,9,2,10,30.34347998
253,391.0014309,36.01840121,14.98122299,42.04326363,19.99662524,1,6,5,29.18242766
245,318.9332317,32.71751529,18.53104621,37.7487617,25.19327421,6,4,-4,28.9661783
239,238.8573529,28.91699974,22.15784502,33.98036798,31.45540701,5,3,-7,28.76253721
236,206.7420696,25.58046027,25.58367998,30.21151366,35.35034129,10,1,4,28.55931416
236,193.528296,21.71409999,29.46121411,26.11302273,39.89065946,1,2,3,28.37475939
233,149.1894242,17.63516206,33.52150539,20.90720559,45.31746649,10,8,2,29.31620278
227,114.8778889,14.17008426,37.37307415,16.82367314,53.31943993,1,9,3,28.38607311
217,81.55878411,10.24461554,41.23977811,12.75941027,57.64710134,6,7,-5,28.04560824
209,47.228488,6.505485266,44.86120959,8.33313936,61.98077922,1,6,-2,28.68017773
199,1127.160784,1194.217605,49.8249545,1236.523237,68.38389358,7,2,-10,27.74513558
195,1090.365917,1188.310539,1.733410059,1226.447109,2.984591531,9,6,0,27.40373734
191,1048.591831,1182.715923,56.20025407,1216.292942,7.507389144,8,5,-3,27.23366659
188,1011.345005,1177.467589,8.052278989,1205.874088,11.67740729,6,9,-2,27.89586487
183,968.7966964,1171.214969,10.86648914,1192.71866,15.76197834,9,5,-2,27.13258098
179,937.7945689,1165.268947,12.97861346,1181.708896,18.07538193,5,2,-6,26.91241056
177,908.6207026,1159.6727,15.50286245,1169.653207,20.67476829,5,6,-6,27.54531451
172,866.9188801,1151.401923,17.67282228,1152.585993,22.77748618,4,10,-8,26.86703598
166,811.1462341,1142.922758,19.34263558,1132.533196,24.14442178,9,3,2,26.60685447
163,740.6870726,1135.917994,19.72918944,1110.012724,25.45197656,10,2,0,27.18706842
161,662.7956888,1128.169862,20.90691141,1082.184584,25.25434957,1,7,-2,26.58579052
155,603.9024542,1122.132871,20.2246541,1058.911689,26.16596155,2,0,8,26.39798326
152,546.0984965,1115.511051,20.05481417,1037.107082,25.24164979,6,8,2,26.23850594
146,542.4783047,1111.123248,19.7434195,1018.184107,25.16953141,9,4,-1,26.752424
141,538.2140775,1105.196162,19.47774358,998.2211931,24.69278622,6,7,4,26.04244147
137,519.8786396,1099.700953,18.98110597,979.7719848,23.43981053,3,3,3,25.85375573
134,511.4733904,1094.857653,18.46685432,962.0822642,24.13111769,0,2,6,25.68857439
130,516.9423419,1089.962293,18.33288478,944.2496415,24.73244399,5,2,-2,26.24016845
128,526.5945618,1087.01598,18.14529562,930.7031715,23.07278829,3,8,10,25.71097229
125,517.9504198,1081.904753,18.25805866,916.231596,22.98225218,5,8,-5,25.57957542
120,507.8647711,1077.676809,18.80759795,901.0727572,24.098885,8,9,-3,25.44980044
117,492.0370694,1071.718839,18.68577785,884.3737229,24.18183866,5,1,-5,25.33338538
116,458.7955885,1061.49677,18.72704077,862.6670224,23.94715848,9,9,6,25.7506757
112,424.9879043,1053.631485,18.70150256,842.9545738,23.55766424,5,6,3,25.29444328
108,404.231117,1045.692762,18.78694319,826.2031652,23.50246499,6,3,-10,25.12470248
106,396.0753719,1040.040346,18.15415031,812.0789684,22.21237722,5,7,-8,25.51445857
102,373.0559994,1032.676712,17.76412967,793.0103687,22.04730346,0,5,-4,25.06960597
99,332.9719886,1022.825051,16.90700067,773.7585828,20.46034517,1,4,10,24.90400488
93,304.9378656,1013.118343,16.68455554,755.6634124,21.19661416,10,7,2,24.75467934
90,288.9296562,1007.42313,16.54109249,741.761322,21.12653012,4,0,-7,24.97864147
89,278.9799728,1001.084958,15.53529897,725.4167522,19.70119641,7,5,-1,24.57901654
89,257.1785758,993.1150401,15.24196624,711.1712789,19.71554998,7,6,-4,24.5129755
87,241.4267922,986.4862894,14.92646944,694.9051101,17.73008594,1,5,0,24.87774216
84,217.6331232,975.7041541,14.62497183,675.2189577,16.96423257,6,6,3,24.50368357
81,200.5161731,969.2986644,13.19545653,662.0156349,15.94548911,2,10,9,24.3602345
78,201.7458461,964.8785052,12.82007968,651.8692974,15.11842331,8,5,4,24.29896551
76,213.8878235,965.574884,12.5656317,646.0248154,16.17695104,1,7,1,24.17302264
73,219.0229458,964.1328856,12.5774677,636.5615089,15.44248499,7,6,2,24.46866381
71,211.5939594,959.1153535,11.7099504,626.9717332,14.99808383,10,10,9,24.10559735
71,205.1756049,954.8800158,12.25948485,616.6002691,16.68549695,9,1,-7,24.03503269
73,204.8258218,953.1840959,12.23028483,608.7128318,16.26652094,9,5,0,24.03784123
73,190.1260561,944.1680796,12.37387462,593.2327035,16.0217284,6,2,2,24.38563071
75,185.44273,938.2257433,11.62475273,579.3607329,15.47514232,10,4,-3,24.17090016
76,173.591457,931.1127294,11.47654065,567.3620285,16.37778181,3,5,-7,24.1471082
72,321.3191229,922.5310046,11.62479354,549.409882,15.67892522,1,6,-3,24.45978499
67,138.2690439,906.9336822,11.16970073,525.3850309,14.86315779,5,3,2,24.08294846
65,127.4770697,896.8783962,11.76547595,509.1008038,14.78982709,1,8,0,23.94253116
62,117.006735,891.2305046,11.39993874,496.9529184,13.54939503,7,10,-6,24.14168683
57,109.6350826,883.4723239,11.07645603,483.4632024,14.42938548,9,9,-10,23.79271977
57,89.96627405,871.029847,10.47969565,466.3472695,12.27251687,7,3,-3,23.72325197
58,75.22450261,855.4982514,9.754823377,445.9104679,12.66605377,2,8,7,23.7666107
55,234.647185,844.2033761,9.141085455,430.8039661,10.98473317,0,6,8,24.01927269
51,800,839.4340007,8.404887092,416.6684759,9.554005908,7,0,8,23.70024722
50,56.60829127,843.2192756,7.808263404,418.4635875,8.751631145,6,6,-5,23.57358257
49,59.12360013,851.485327,7.430537355,420.8327906,10.1813959,8,2,-6,23.77574676
50,55.38869148,851.9338667,7.045760392,414.4415365,7.951112696,2,1,2,23.57171167
49,50.85151236,844.5492344,6.590937526,401.7885111,7.949031422,6,5,-6,23.53492254
49,210.7787102,837.8198897,5.275155306,389.4027467,7.322654563,6,7,-1,23.73636522
47,36.81059135,832.2677421,4.83523515,378.8567947,5.302625882,6,1,-8,23.52349187
47,198.2900283,825.7206659,60.48569411,367.622254,4.870656348,7,5,-4,23.46485257
47,800,816.394677,2.98167702,348.763784,68.18991508,4,5,0,23.65977068
45,181.6889884,808.1413736,58.88046748,334.9954703,2.556555611,1,3,-9,23.46266449
44,175.883489,802.6290821,58.23052636,324.8760972,1.603489403,9,0,7,23.57076119
44,168.0802035,793.5026819,57.04710364,0.853366669,63.94810737,6,7,9,23.3702107
43,800,789.7928353,56.38035313,1.48760519,62.35995799,9,4,1,23.51048013
43,160.1766793,2.522796792,55.52890446,2.906712285,61.04354956,10,8,-9,23.30734128
41,800,3.999481077,54.60971644,5.905800393,60.30896554,9,7,4,23.43683572
39,800,4.63665454,53.61374758,9.59216413,58.47580708,7,3,2,23.23837326
38,800,766.6705383,52.66491999,10.03676343,57.36926841,8,5,-9,23.18009898
37,800,7.630692882,51.34576545,12.70941508,55.57596094,10,2,-5,23.31655128
38,126.3717623,9.359948375,50.65659873,16.16149246,53.81822231,8,2,-3,23.15144695
39,800,11.15305278,48.9339069,19.55410283,52.58927222,1,10,-3,23.30003318
36,114.2424629,12.98711989,47.68414399,23.77597264,50.62565827,8,7,-3,23.15068155
35,107.7040505,14.74424322,46.79030769,27.526725,48.90455152,1,0,-9,23.04043463
35,100.1569114,17.63552212,45.03011058,33.50568282,47.28191269,8,5,-10,23.1709672
35,92.57055223,18.88566188,43.78488578,38.2273506,45.08314272,0,9,-8,23.02609554
31,800,21.93107766,42.26398737,49.49375798,41.91617028,5,3,4,23.07411192
30,800,24.22721008,40.96878284,62.45038562,39.55031585,9,5,9,22.86689226
30,800,26.60089185,38.77927118,77.02104649,37.34909122,7,10,1,22.95566505
27,800,28.67419201,36.70226272,83.07563257,35.10691761,4,6,-2,22.82935806
23,800,30.9154959,35.56758931,96.92215431,34.00949418,7,6,2,22.80971031
20,800,32.9088136,34.48010066,107.1482721,32.32229471,2,4,-3,22.65924384
15,800,34.20696554,33.17378446,120.9869425,30.96180449,10,9,-1,22.6247226
11,800,35.24411691,31.24102329,137.6376728,30.22751575,6,2,3,22.46787059
8,800,36.24005533,31.02927807,166.6139726,29.6800576,6,4,-8,22.40405504
6,800,36.3847194,30.92443937,188.0831625,29.08000402,9,3,-8,22.32627579
5,800,37.39684645,30.08150372,184.7233516,28.62269736,6,8,10,22.27669304
5,800,38.32714157,29.94325779,184.1078518,28.16506358,9,0,10,22.27004087
8,800,38.44910359,28.91578513,181.3648816,27.86376197,10,6,1,22.30318614
5,800,38.58931244,28.79886028,180.5613175,27.28975406,7,1,-2,22.30592417
9,800,39.53199966,28.68869046,176.881022,26.76045618,5,0,-1,22.32503326
11,800,40.54763813,27.82499054,173.7449499,25.78675597,5,3,-1,22.41883977
10,800,40.81651497,26.66499374,169.5359642,24.69826291,6,2,-8,22.39236614
8,800,42.67337902,26.51224344,166.6228194,24.12680388,10,0,0,22.38140353
9,800,42.87328171,25.49160445,163.6186826,23.23469938,6,9,-7,22.33660579
6,800,44.75488957,24.53301931,159.9278017,22.51326418,3,8,-2,22.34707859
0,800,44.79128369,24.48207651,158.3069044,22.33011768,3,1,-6,22.20273053
323,1635.839653,27.9881263,23.06917637,34.53562627,27.85868066,10,1,1,26.87235518
323,1594.867368,28.93045805,22.31554774,36.73405471,28.04383413,4,7,10,30.33710828
323,1550.215925,29.78545772,22.29403135,37.99353333,27.72266973,3,9,3,30.93213012
323,1505.792898,30.1318992,21.35379955,38.64843058,26.88353361,1,10,-3,31.00800654
313,1445.344606,30.79796645,21.34125835,39.50278393,26.80258852,0,1,-10,30.8325793
304,864.7066466,31.44668624,19.99391926,40.44554077,25.34407214,3,3,3,30.5801368
299,479.0182812,32.86600412,19.17336889,41.76984416,24.21008733,2,6,-9,31.68270495
290,363.3627637,33.85779905,17.29788333,43.19421495,21.33665626,9,2,8,30.32004935
286,294.0291828,35.55745251,15.5346244,45.6810841,18.59982915,7,0,6,29.88237525
285,287.2427084,37.32972999,13.67272813,48.97001398,16.63496312,6,6,-2,29.74938319
281,364.8212098,38.92991122,12.0706472,49.28328073,16.2519387,0,2,9,30.94900239
274,376.9017117,40.59657203,10.27104574,51.31627761,12.09356309,5,10,2,29.7621986
264,466.4882292,41.34705836,10.14759905,52.83437636,12.03551616,2,4,7,29.4315008
256,726.0939809,41.95456291,9.152105354,51.84464753,11.42894989,9,8,-8,29.19701782
249,1134.28257,42.27690294,9.455118535,53.55687141,12.47596709,5,5,4,28.99149438
242,1107.606824,42.50997682,8.832292127,52.57305751,12.64993996,3,7,-8,29.76837754
234,1088.470931,42.26179735,9.155330365,51.56817446,12.02658974,9,4,4,28.69426171
229,1049.829388,42.10222154,9.213667863,53.08470566,12.08140977,0,9,0,28.30745509
220,1025.207244,42.08369417,9.723654701,53.0568401,13.27841276,0,5,4,28.14299504
208,1003.6277,41.82402795,10.31180385,51.54281156,12.52323223,6,10,2,28.78252888
199,1000.475689,41.6955962,10.34086597,51.95499915,12.64299704,7,10,-1,27.80057351
190,987.2400528,41.00909296,10.61500174,49.57627011,14.3143968,7,5,6,27.4269268
185,964.4827196,40.44150556,11.00338652,49.17279778,14.59144298,0,5,3,27.17123177
178,956.8623529,39.72396443,11.3978218,48.23038826,14.66896071,4,9,3,27.76890948
169,956.6584136,38.85950761,12.618648,46.8426691,17.90645599,8,0,5,26.92138426
167,681.7819676,37.65213061,13.97313899,44.86554163,18.25532229,4,10,9,26.60531541
162,492.5208919,36.51117998,14.73433495,43.60436675,21.33742881,5,3,5,27.18875354
158,308.1539688,33.69708449,17.46269313,39.46704701,23.78066168,7,9,-9,26.42869858
154,238.9150776,31.16866188,19.99205799,36.39509465,27.81711706,6,1,2,26.22337993
153,209.0092334,28.62691075,22.70310391,32.80253784,32.37555832,7,4,-4,26.73728931
152,189.0648081,26.15666459,25.34458247,30.15212422,36.11902131,8,1,1,26.20923874
154,178.2351251,23.238143,28.16388802,28.07627178,40.03179811,9,10,-5,26.08913374
152,160.3282613,20.04118416,31.40334082,23.88647855,43.56477128,8,5,9,26.7351175
150,144.661565,18.24814213,33.97841634,21.69546163,45.95837112,1,10,-4,26.15266398
144,743.2452964,15.35181037,36.06915904,18.80483792,48.4377682,5,6,-9,26.59452223
136,712.876582,13.08971225,38.40672902,15.19230338,52.2398852,4,7,7,25.91633174
131,103.8195441,11.4382228,40.04130931,14.50307438,55.4403002,3,10,-2,25.6889941
123,88.05213236,9.34006048,42.29628955,11.19975373,56.85327355,3,6,-7,25.50934975
116,77.37007308,7.498537297,43.85158377,9.52416989,59.23765342,6,3,-2,25.79518315
114,71.35510661,1131.454852,45.05733212,8.145836083,58.51303478,10,0,-4,25.25939384
117,65.21681494,1123.638768,46.10644202,7.00258333,61.21252873,2,0,5,25.18092883
119,62.51375423,1114.472913,47.35465902,941.2302708,62.36895919,10,7,9,25.75572263
118,46.96569349,1108.827813,48.29852288,925.7070513,64.0078635,2,0,7,25.33851255
117,519.1694026,1105.079752,49.44225975,2.355659947,64.38477484,9,7,6,25.23986275
117,539.7448838,1106.120396,51.41456209,905.3269039,68.43816918,5,7,9,25.68623648
112,554.9066813,1107.180974,53.19244068,899.5390647,73.35416784,1,10,-6,25.23117932
108,572.0538445,1111.512975,55.50977638,897.1526763,7.88820014,7,4,2,25.06087081
105,573.7671579,1111.128999,5.473432447,888.7680841,9.07874505,6,0,1,25.37932762
105,557.1536859,1103.481447,8.029806989,872.2609362,13.00178464,5,3,-7,24.9735307
103,541.8253167,1096.353482,10.90381958,857.2217018,16.07713706,9,4,-2,24.89168319
99,524.5517153,1088.042027,12.91592535,839.704346,20.36188311,2,6,-2,24.83776791
96,505.2529317,1078.321383,15.78150034,822.6903489,21.79536489,10,3,-2,25.1209908
90,471.8637822,1062.127394,17.26918368,795.9874854,25.86198009,3,2,-6,24.64403167
88,515.9436257,1025.802044,18.28025844,750.7558698,24.95707256,9,4,2,24.51504517
85,310.938085,995.1136133,19.2475777,711.8438896,24.6648026,9,0,0,24.84253969
86,296.3127417,987.8773011,19.45945651,696.4749736,24.45346772,6,7,-10,24.48592088
84,277.7143241,980.2699086,18.68353305,681.4100638,24.89204608,8,4,3,24.41737229
84,257.4091838,970.0859323,18.42409061,663.0107186,23.37034459,3,9,-10,24.34660391
81,243.3051827,962.4754051,18.20179198,649.0320448,22.58747631,9,7,4,24.66696652
80,230.6048656,952.8465154,17.56023492,631.8265199,22.68911215,5,9,-8,24.30820162
78,220.0854084,947.8305642,17.07488838,619.4066221,21.50933338,8,9,-1,24.23489469
77,209.8590006,940.2140963,17.64176869,604.5734087,20.51798279,1,2,2,24.17390094
74,197.8773296,931.3997838,16.54790254,589.7100791,21.80602009,6,9,4,24.44312268
71,191.4462783,928.1334538,16.33635399,578.1169541,21.2881206,3,0,1,24.13278067
72,339.761445,924.8693346,16.08906726,570.4814255,20.94297805,10,3,8,24.05048073
73,178.7485969,919.7720982,15.8488783,558.8277472,20.45040907,0,6,9,24.39554686
68,177.6290032,917.7288745,15.95032328,549.4926523,21.02726287,9,1,-9,24.11583111
68,181.2073182,921.398579,16.04372017,547.4207232,20.51975141,4,4,-5,23.97923297
66,172.3269794,914.4311709,16.59061003,534.8183408,20.67648319,8,5,-10,23.9524883
66,800,899.1842721,16.64762897,512.3800791,21.31300822,6,8,7,24.17403279
65,279.9947702,880.340333,16.79236939,484.7793733,20.49753231,7,8,-10,23.97644851
64,115.8384748,867.4564426,16.4027376,467.3350623,19.8843288,10,1,-5,23.97292117
66,255.4426188,855.8831341,15.86788107,449.4472238,18.37258438,3,0,-7,24.29379883
66,84.66409111,833.9948339,14.29062231,422.9768405,16.93941046,1,7,6,24.06129879
63,800,815.9434142,13.32361539,397.2941974,16.52220338,2,0,1,23.99181128
60,60.06454987,807.2689266,12.44137738,380.2730348,14.5952231,3,1,-8,24.13839381
60,50.60389514,797.3944881,11.54712042,364.0323781,13.53554994,1,0,-3,23.87119566
60,800,786.1380197,9.583954133,343.3413781,11.59028825,8,9,5,23.78760086
59,180.78777,773.4436449,7.51753257,319.3820953,8.050692513,4,3,-10,23.99280672
58,173.2989974,767.9342764,62.86265608,303.1906981,6.928478388,6,2,-9,23.75652239
58,165.8431025,760.8345583,4.392663328,288.4241064,5.120003557,5,1,10,23.95328365
57,800,746.4089227,59.35265957,255.5816659,63.98720358,1,10,9,23.71381281
56,147.6509472,737.000119,57.63422957,233.1403865,61.74562863,5,8,-3,23.90522254
52,800,1.905055645,55.60965456,3.702708138,59.36516028,7,9,-3,23.6034312
51,132.7785003,4.129040569,54.24409216,7.698125371,56.66628106,0,4,6,23.48043655
47,800,7.304227687,52.19302749,13.79398359,54.4943458,4,9,-10,23.60221894
45,800,9.455676311,50.7101223,16.03050643,52.69494498,7,0,7,23.38053825
46,109.3497279,11.69336661,48.59566122,21.31953429,50.33361318,6,9,9,23.47091404
43,800,13.89160745,46.40265348,26.43810509,47.91101039,3,3,10,23.30338329
41,800,15.89671906,44.67181612,31.18292294,46.63815412,9,4,-6,23.20036104
41,800,17.72150596,42.95031157,33.74102732,45.48491528,6,5,-7,23.34413154
40,800,19.58555128,41.93782391,37.93445043,43.45689282,1,8,-6,23.17764911
35,800,22.69506842,39.96072251,47.12889798,40.68049206,6,6,-10,23.24687194
34,800,24.72834178,38.66245521,54.01525251,39.54723514,2,6,-2,23.00017565
31,800,27.03851688,37.18759977,67.63756128,37.0674513,10,8,8,23.03398694
28,800,29.1480195,35.23694711,77.90057052,34.74683284,6,8,-2,22.85412691
24,800,31.3803799,34.00449614,88.57809797,32.39196995,8,3,0,22.85950429
23,800,33.3626775,32.03134547,94.51473326,31.32549689,9,5,-8,22.69085313
20,800,35.52085342,31.6312121,107.2091801,30.40351707,7,3,-2,22.7189266
20,800,36.68647171,30.58726732,126.7866475,29.00107528,6,1,10,22.60560822
19,800,37.90212265,28.58129387,155.497816,27.13495917,0,0,-8,22.64182187
19,800,39.9072461,27.45745951,189.7263536,25.98882061,9,1,7,22.57711555
20,800,41.13542703,26.19690278,180.6760427,24.50815006,7,1,9,22.63245318
21,800,43.14106582,24.22616842,175.7021746,23.25723011,5,1,-3,22.60302104
21,800,44.33437749,23.26837372,172.9590548,21.94279486,7,2,-7,22.68483616
21,800,46.39256673,22.00635747,164.0730815,20.08257146,10,6,-6,22.61613787
19,800,49.38683825,19.87759116,149.9638766,18.30457853,0,8,-1,22.64105395
13,32.92818222,49.74456407,18.72776479,144.3688266,16.84067832,7,4,-3,22.52120304
9,31.18344424,51.78692488,17.67575575,138.8038746,16.13392566,2,5,-4,22.44266477
5,30.14512253,52.84927893,17.51523177,135.2033494,15.45064894,2,5,8,22.33321613
0,800,52.91543028,17.47182898,134.9052403,15.21660745,5,1,-1,22.22540917
323,1018.467055,37.28920708,13.89961363,48.10013731,16.99303996,10,3,-6,26.38148834
323,991.3989947,37.91097022,13.88349483,48.27665419,17.13095352,9,9,-2,30.26678304
323,946.8549028,38.48767913,12.99244558,49.90430226,16.92312811,4,1,-8,30.90294801
323,902.5470869,39.04344719,12.41122123,48.71260294,16.20697118,8,0,-7,30.98585061
323,831.4493645,39.87380216,12.13720818,49.65735371,15.70434133,0,4,-2,30.94188042
318,520.3316264,40.34143804,11.04174572,51.36802323,13.18069404,0,5,10,30.8935798
309,350.1206371,41.44403957,10.56597313,52.58565214,13.21711835,8,7,-10,32.04324057
299,321.5109035,42.07810737,9.425967211,53.79695991,12.01124983,6,3,0,30.57443979
293,251.9237589,43.09291716,8.53121408,54.45380983,10.3812574,8,4,3,30.13518697
289,223.2556925,43.848867,7.37791204,55.57613498,8.504134572,1,0,-2,29.9334721
286,222.9602852,45.01919651,5.494695425,57.29480011,8.233835554,8,0,0,29.85955058
286,177.3128207,46.33132056,4.037855507,59.26085001,5.462950473,5,9,-10,31.0055299
277,129.5334199,47.27505349,800,59.26444286,5.101988979,10,1,-2,29.94102964
273,84.4698371,48.26453554,800,60.82333505,4.293883686,10,2,-5,29.62209979
272,37.25993486,49.65408307,800,64.08672474,1.845605993,8,10,3,29.42426191
262,800,51.28152836,800,66.27831691,800,0,4,8,30.40589634
254,800,52.81162497,800,2.26231874,800,3,10,-6,29.25796352
243,800,53.66095558,800,67.76399194,800,9,10,-3,28.83972934
233,800,54.77593966,800,3.439062269,800,2,3,2,28.54669062
227,800,2.969779166,800,5.25928735,800,8,9,-4,29.3433326
219,432.4002719,55.34597236,800,5.72156874,800,5,5,9,28.35602759
212,280.9224904,3.488184208,800,3.934997018,800,3,7,6,27.98571502
205,148.6403609,54.90094383,800,5.509877595,800,8,9,3,27.74014567
196,69.81148045,54.35842267,800,4.260425544,800,9,4,6,28.35438105
192,925.3828999,53.18287784,800,63.41399013,800,9,4,-4,27.44830257
190,636.9373443,51.39892576,800,60.64756614,800,5,4,4,27.22473165
188,525.9451281,49.22480382,800,58.67446015,3.170231312,4,3,-9,27.91236059
184,454.837147,46.5588864,5.173242172,55.07106932,6.139694228,3,3,-1,27.14164779
181,430.8875445,44.3199852,7.151376919,52.25239327,10.12959745,5,9,3,26.94419185
174,407.4607561,41.89880854,9.273665927,48.84885961,13.52096718,9,7,1,27.54977092
168,355.7398048,39.15192139,12.33155644,46.44589688,18.24821799,3,9,-6,26.72470887
162,334.3558127,36.60173746,15.02289074,43.31751205,19.33206849,7,0,-9,26.44850373
161,331.4910717,34.84522139,16.98050966,40.5545483,22.85571145,6,0,5,26.99363705
164,371.0677946,31.95960882,19.39370869,38.25668497,25.73734129,10,0,-6,26.4905034
168,361.5115504,30.64370221,21.01586427,36.26932722,29.3095262,6,9,-8,26.43564531
165,362.4092623,27.73790004,23.27423311,33.39353469,31.48674557,1,3,-3,27.17945567
161,654.650627,26.18864224,24.53425314,31.96993197,33.51860436,9,5,-3,26.52027183
159,619.1789278,24.77194117,25.77134558,30.00189849,33.28794896,0,3,-10,26.34479741
155,577.9006973,24.07706163,26.98887239,29.23696273,34.18340161,1,6,9,26.93121801
148,533.6013879,23.68353976,27.37932992,29.38918411,36.23434245,4,2,7,26.25755491
145,513.3971671,23.48285001,27.90624946,28.61448244,35.82721657,5,7,-4,26.01525717
140,504.8553164,23.51245242,28.29541309,28.70434927,36.31041445,3,0,9,26.49129091
139,486.8129771,22.98726164,29.09260056,28.47784335,38.0243759,7,9,-5,25.89078517
136,471.0696258,22.66835389,29.49052285,28.73303924,38.41554753,0,9,-5,25.76798791
130,443.716839,22.41464148,30.27688211,27.28659456,39.80439712,9,8,8,26.21531073
