344,9162
344,9161
344,9160
344,9159
344,9158
344,9157
344,9156
344,9155
344,9154
344,9153
344,9152
345,9151
345,9150
345,9149
345,9148
345,9147
345,9146
345,9145
345,9144
345,9143
345,9142
345,9141
345,9140
345,9139
346,9139
346,9138
346,9137
346,9136
346,9135
346,9134
346,9133
346,9132
346,9131
346,9130
346,9129
346,9128
347,9127
347,9126
347,9125
347,9124
347,9123
347,9122
347,9121
347,9120
347,9119
347,9118
348,9117
348,9116
348,9115
348,9114
348,9113
348,9112
348,9111
348,9110
348,9109
348,9108
349,9107
349,9106
349,9105
349,9104
349,9103
349,9102
349,9101
349,9100
349,9099
349,9098
350,9097
350,9096
350,9095
350,9094
350,9093
350,9092
350,9091
350,9090
350,9089
350,9088
350,9087
351,9087
351,9086
351,9085
351,9084
351,9083
351,9082
351,9081
351,9080
351,9079
351,9078
351,9077
352,9076
352,9075
352,9074
352,9073
352,9072
352,9071
352,9070
352,9069
352,9068
352,9067
353,9066
353,9065
353,9064
353,9063
353,9062
353,9061
353,9059
353,9058
353,9057
354,9056
354,9055
354,9053
354,9052
354,9051
354,9050
354,9049
354,9048
354,9047
354,9046
355,9045
355,9044
355,9043
355,9042
355,9041
355,9040
355,9039
355,9037
355,9036
356,9035
356,9034
356,9032
356,9031
356,9030
356,9029
356,9027
357,9025
357,9024
357,9023
357,9022
357,9021
357,9020
357,9018
357,9017
357,9016
358,9015
358,9014
358,9012
358,9011
358,9010
358,9008
358,9006
359,9005
359,9004
359,9002
359,9001
359,9000
359,8999
359,8997
359,8996
360,8995
360,8994
360,8992
360,8990
360,8989
360,8987
360,8986
361,8984
361,8982
361,8981
361,8979
361,8977
362,8975
362,8974
362,8972
362,8971
362,8970
362,8968
362,8966
363,8965
363,8964
363,8962
363,8960
363,8959
363,8957
364,8955
364,8953
364,8951
364,8950
364,8948
365,8946
365,8945
365,8944
365,8942
365,8940
365,8938
366,8936
366,8935
366,8933
366,8932
366,8930
366,8929
366,8928
367,8926
367,8924
367,8923
367,8921
367,8920
367,8918
368,8916
368,8914
368,8913
368,8912
368,8911
368,8909
369,8908
369,8906
369,8904
369,8903
369,8902
369,8900
369,8899
370,8897
370,8896
370,8895
370,8893
370,8891
370,8889
371,8888
371,8887
371,8885
371,8884
371,8882
371,8880
372,8879
372,8877
372,8875
372,8874
372,8872
373,8870
373,8868
373,8867
373,8865
373,8864
373,8862
373,8861
374,8859
374,8858
374,8857
374,8855
374,8854
375,8852
375,8851
375,8849
375,8848
375,8846
375,8845
375,8843
376,8841
376,8840
376,8839
376,8837
376,8835
377,8833
377,8832
377,8830
377,8828
377,8827
377,8825
378,8824
378,8822
378,8820
378,8818
378,8816
379,8815
379,8813
379,8812
379,8810
379,8809
379,8807
380,8805
380,8803
380,8802
380,8800
380,8799
381,8797
381,8796
381,8794
381,8792
381,8790
382,8788
382,8787
382,8785
382,8783
382,8782
382,8780
383,8778
383,8777
383,8775
383,8773
383,8771
384,8769
384,8768
384,8766
384,8764
384,8763
385,8761
385,8759
385,8757
385,8755
385,8754
386,8752
386,8750
386,8748
386,8747
386,8745
386,8743
387,8741
387,8740
387,8738
387,8736
387,8734
388,8733
388,8731
388,8730
388,8728
388,8726
389,8724
389,8722
389,8720
389,8718
389,8717
390,8715
390,8714
390,8713
390,8711
390,8709
391,8707
391,8706
391,8704
391,8702
391,8700
391,8698
392,8697
392,8695
392,8693
392,8691
392,8690
393,8688
393,8686
393,8685
393,8683
393,8681
394,8679
394,8677
394,8676
394,8674
394,8672
395,8671
395,8669
395,8667
395,8666
395,8664
396,8663
396,8661
396,8660
396,8658
396,8657
396,8655
397,8653
397,8651
397,8650
397,8649
397,8647
397,8646
398,8644
398,8643
398,8641
398,8639
398,8638
399,8637
399,8635
399,8633
399,8632
399,8630
399,8628
400,8627
400,8625
400,8623
400,8622
400,8620
400,8618
401,8617
401,8615
401,8614
401,8613
401,8611
401,8610
401,8609
402,8607
402,8605
402,8604
402,8602
402,8600
402,8599
403,8597
403,8596
403,8594
403,8593
403,8592
403,8590
403,8589
404,8587
404,8586
404,8585
404,8583
404,8582
404,8581
404,8579
404,8578
405,8576
405,8575
405,8574
405,8573
405,8571
405,8570
405,8568
406,8567
406,8565
406,8564
406,8562
406,8561
406,8560
406,8558
407,8557
407,8556
407,8555
407,8553
407,8551
407,8549
408,8548
408,8547
408,8546
408,8545
408,8543
408,8542
408,8541
408,8540
408,8539
409,8538
409,8536
409,8534
409,8532
409,8531
409,8530
409,8529
410,8528
410,8526
410,8525
410,8524
410,8523
410,8522
410,8521
410,8520
410,8519
411,8517
411,8516
411,8515
411,8514
411,8513
411,8512
411,8510
411,8509
411,8508
411,8507
412,8506
412,8505
412,8503
412,8502
412,8501
412,8500
412,8499
412,8498
412,8497
412,8496
413,8495
413,8494
413,8493
413,8492
413,8491
413,8490
413,8489
413,8488
413,8487
413,8486
414,8485
414,8484
414,8483
414,8482
414,8481
414,8480
414,8479
414,8478
414,8477
414,8476
415,8475
415,8474
415,8473
415,8472
415,8471
415,8470
415,8469
415,8468
415,8467
416,8466
416,8465
416,8464
416,8463
416,8462
416,8461
416,8460
416,8459
416,8458
416,8457
417,8456
417,8455
417,8454
417,8453
417,8452
417,8451
417,8450
417,8449
417,8448
417,8447
418,8447
418,8446
418,8445
418,8444
418,8442
418,8441
418,8440
418,8439
418,8438
419,8437
419,8436
419,8435
419,8434
419,8433
419,8432
419,8431
419,8430
419,8429
420,8428
420,8427
420,8426
420,8425
420,8424
420,8423
420,8422
420,8421
420,8420
420,8419
421,8418
421,8417
421,8416
421,8415
421,8414
421,8413
421,8412
421,8411
421,8410
422,8409
422,8408
422,8407
422,8406
422,8405
422,8404
422,8403
422,8402
422,8401
422,8400
423,8399
423,8398
423,8397
423,8396
423,8395
423,8394
423,8393
423,8392
423,8391
424,8390
424,8389
424,8388
424,8387
424,8386
424,8385
424,8384
424,8383
424,8382
425,8381
425,8380
425,8379
425,8378
425,8377
425,8376
425,8375
425,8374
425,8373
425,8372
426,8371
426,8370
426,8369
426,8368
426,8367
426,8366
426,8365
426,8364
426,8363
427,8362
427,8361
427,8360
427,8359
427,8358
427,8357
427,8356
427,8355
427,8354
428,8353
428,8352
428,8351
428,8350
428,8349
428,8348
428,8347
428,8346
428,8345
428,8344
429,8344
429,8343
429,8342
429,8341
429,8340
429,8339
429,8338
429,8337
429,8336
429,8335
430,8334
430,8333
430,8332
430,8331
430,8330
430,8329
430,8328
430,8327
430,8325
431,8324
431,8323
431,8322
431,8321
431,8319
431,8318
431,8317
431,8315
431,8314
432,8314
432,8313
432,8311
432,8310
432,8309
432,8307
432,8306
432,8304
433,8303
433,8302
433,8300
433,8299
433,8298
433,8297
433,8296
433,8295
434,8294
434,8293
434,8292
434,8291
434,8290
434,8289
434,8288
434,8287
434,8286
434,8285
434,8284
435,8283
435,8282
435,8281
435,8280
435,8279
435,8278
435,8277
435,8276
435,8275
436,8274
436,8273
436,8272
436,8271
436,8270
436,8269
436,8268
436,8267
436,8265
437,8264
437,8263
437,8262
437,8261
437,8260
437,8258
437,8256
437,8255
438,8254
438,8253
438,8252
438,8251
438,8250
438,8249
438,8248
438,8247
438,8246
438,8245
439,8244
439,8242
439,8240
439,8239
439,8238
439,8237
439,8235
439,8234
440,8233
440,8232
440,8230
440,8229
440,8228
440,8227
440,8225
440,8224
441,8223
441,8222
441,8220
441,8219
441,8218
441,8217
441,8215
442,8214
442,8213
442,8212
442,8210
442,8209
442,8208
442,8206
443,8204
443,8203
443,8202
443,8200
443,8199
443,8197
443,8196
443,8195
444,8194
444,8192
444,8190
444,8189
444,8188
444,8187
444,8185
445,8184
445,8182
445,8181
445,8180
445,8179
445,8177
445,8175
446,8173
446,8171
